result,mean_10_home_goal,mean_10_home_possesion_pct,mean_10_home_shot_on_goal,mean_10_home_shot,mean_10_home_corner,mean_10_away_goal,mean_10_away_possesion_pct,mean_10_away_shot_on_goal,mean_10_away_shot,mean_10_away_corner
3,1.0,0.42,3.6666666666666665,12.0,4.333333333333333,0.4,0.42800000000000005,2.9,10.7,4.3
0,0.7,0.47400000000000003,2.7,11.5,5.3,0.6,0.42800000000000005,2.6,8.3,4.5
0,1.0,0.48500000000000004,4.7,13.2,5.6,1.0,0.5366666666666667,2.6666666666666665,14.666666666666666,5.0
0,0.9,0.445,3.4,13.9,5.3,2.0,0.575,5.5,13.4,4.8
3,1.8,0.483,3.9,12.7,5.8,1.1,0.596,5.6,15.8,6.5
3,1.6,0.557,6.9,19.0,7.9,0.5,0.42000000000000004,1.75,9.25,1.5
1,0.75,0.4275,3.0,10.5,5.0,1.5,0.41100000000000003,3.5,11.0,2.9
3,1.1,0.484,4.3,12.5,5.8,0.7,0.475,3.7,11.5,4.8
3,2.5,0.554,6.3,16.5,7.3,1.0,0.55,3.8,12.6,5.5
0,1.0,0.39999999999999997,2.25,6.75,3.0,1.0,0.43899999999999995,4.6,12.2,2.6
0,1.3,0.5529999999999999,5.6,16.8,6.5,0.6,0.41500000000000004,3.0,10.8,4.0
1,1.7,0.48199999999999993,4.4,14.6,5.6,1.7,0.5519999999999999,5.0,12.8,5.1
0,1.5,0.45200000000000007,3.9,11.8,5.4,1.3,0.504,4.9,14.1,5.6
3,1.3,0.581,5.6,15.5,6.7,1.1,0.5349999999999999,4.3,11.7,4.1
3,1.0,0.575,4.7,14.3,5.5,0.9,0.40499999999999997,2.4,8.9,4.5
1,1.3,0.46699999999999997,4.4,13.9,6.0,0.8,0.4720000000000001,3.0,12.6,5.2
0,1.8,0.40599999999999997,4.2,13.9,4.6,1.3,0.6020000000000001,6.1,16.6,6.4
3,1.4,0.58,5.5,15.4,7.1,1.0,0.43600000000000005,1.9,6.2,3.1
3,1.4,0.542,4.8,14.5,6.4,0.9,0.46900000000000003,3.9,11.5,4.6
1,0.5,0.466,2.4,11.2,4.8,0.7,0.46799999999999997,4.8,11.6,4.7
0,1.0,0.4525,3.75,11.5,5.0,1.2,0.453,2.4,7.1,3.1
3,1.5,0.558,6.6,17.3,7.2,0.8,0.466,4.8,12.4,4.9
0,1.6,0.472,4.0,13.6,6.0,1.2,0.55,4.0,13.0,5.5
1,0.9,0.579,4.6,14.1,5.7,0.5,0.4,3.1,11.1,4.4
3,1.2,0.58,5.8,17.2,6.7,0.8,0.394,2.8,9.0,3.8
3,2.2,0.5589999999999999,6.2,19.6,6.0,1.3,0.604,5.9,16.1,6.5
3,0.9,0.44400000000000006,3.3,12.9,5.1,1.1,0.454,4.5,12.1,2.2
1,1.4,0.548,5.3,16.6,7.3,1.4,0.5650000000000001,6.1,17.0,6.1
0,0.8,0.43600000000000005,3.8,11.8,4.8,1.8,0.554,5.2,12.7,4.8
3,3.0,0.575,6.6,17.7,7.7,0.7,0.41900000000000004,2.7,8.8,3.8
3,0.8,0.48200000000000004,2.8,13.4,4.8,0.8,0.394,2.0,8.5,4.2
3,1.0,0.41,2.4,7.2,3.6,1.1,0.5439999999999999,4.4,12.4,4.3
0,1.1,0.4699999999999999,4.5,12.0,5.3,2.1,0.576,5.3,13.0,4.8
3,2.5,0.504,6.8,16.7,6.8,2.0,0.521,6.2,16.4,7.2
1,1.6,0.42699999999999994,4.0,14.2,4.5,1.4,0.41600000000000004,3.4,11.0,2.7
3,1.7,0.473,4.2,13.6,6.1,0.4,0.43600000000000005,2.2,9.8,1.8
1,0.6,0.453,2.5,11.2,4.9,0.7,0.5509999999999999,4.5,12.1,5.5
3,1.0,0.523,4.0,16.5,7.0,1.3,0.5119999999999999,4.9,14.5,5.8
1,1.2,0.525,3.6,16.4,7.4,2.4,0.523,6.4,16.0,7.0
1,1.5,0.5399999999999999,5.0,14.5,5.9,0.8,0.549,4.6,12.2,5.3
3,2.4,0.515,6.6,17.8,7.6,0.7,0.422,2.6,8.2,3.8
0,1.6,0.4720000000000001,3.8,13.2,5.8,1.7,0.5790000000000001,6.8,18.1,6.9
3,2.1,0.567,6.7,20.8,6.6,1.0,0.49,2.75,14.25,6.0
3,1.7,0.556,6.4,17.9,7.5,1.0,0.4075,2.5,8.75,3.75
3,1.6,0.473,4.8,14.8,6.3,0.6,0.417,3.0,11.0,4.1
1,0.6666666666666666,0.4083333333333334,3.5,11.333333333333334,4.666666666666667,1.1,0.5680000000000001,3.9,13.0,5.7
3,1.5,0.5920000000000001,5.1,15.1,7.0,0.8333333333333334,0.395,2.6666666666666665,9.166666666666666,4.0
1,1.2,0.587,5.2,14.9,6.8,1.1,0.4600000000000001,3.8,11.3,4.5
3,1.6,0.579,7.2,19.3,8.0,0.9,0.42800000000000005,1.8,5.9,2.9
3,0.9,0.41600000000000004,2.9,11.9,4.5,1.3,0.608,5.5,16.5,7.3
3,1.4,0.525,4.6,13.4,6.4,1.6,0.571,4.8,12.1,4.6
1,2.2,0.563,5.8,18.9,6.4,1.0,0.446,4.7,12.6,5.2
0,1.2,0.5860000000000001,6.9,18.8,7.3,1.1,0.43899999999999995,4.7,12.0,2.3
0,1.3,0.433,3.6,13.6,4.8,1.5,0.518,5.5,15.6,5.5
3,1.5,0.45499999999999996,4.0,14.0,5.6,0.6666666666666666,0.48833333333333334,2.8333333333333335,11.833333333333334,4.833333333333333
3,3.2,0.558,6.7,17.1,7.2,1.2,0.5640000000000001,5.9,16.7,6.4
3,2.5,0.48900000000000005,6.5,15.0,6.1,0.7,0.5429999999999999,4.4,11.6,5.4
1,1.1666666666666667,0.425,2.6666666666666665,8.333333333333334,3.3333333333333335,2.2,0.5650000000000001,5.0,13.2,5.0
1,1.7,0.48,4.1,13.3,6.2,1.4,0.406,3.7,10.6,2.8
3,0.8,0.45499999999999996,2.9,11.2,4.5,0.7,0.394,2.1,8.7,4.4
1,1.5,0.558,6.2,17.2,6.6,2.2,0.518,6.2,16.5,7.4
3,1.0,0.516,4.1,17.0,6.2,0.7,0.43499999999999994,2.8,9.0,3.4
0,0.9,0.45899999999999996,4.5,12.0,5.8,1.2,0.5509999999999999,4.7,13.4,4.8
0,0.6666666666666666,0.505,2.6666666666666665,13.666666666666666,5.833333333333333,0.5,0.4266666666666667,2.1666666666666665,9.666666666666666,2.1666666666666665
3,2.3,0.5519999999999999,6.2,18.9,6.4,0.6,0.5309999999999999,4.1,11.2,5.4
3,3.4,0.553,7.2,18.1,7.2,1.0,0.5409999999999999,4.4,12.5,4.7
3,1.0,0.48714285714285716,2.857142857142857,13.428571428571429,5.285714285714286,2.1,0.526,5.9,15.1,7.2
1,1.2,0.5640000000000001,6.6,17.8,7.3,2.2,0.567,4.9,12.9,5.0
3,1.4,0.44799999999999995,4.6,14.7,5.2,0.9,0.43000000000000005,1.6,6.1,2.9
3,1.5,0.49800000000000005,4.7,14.6,6.6,0.42857142857142855,0.4228571428571429,2.2857142857142856,10.142857142857142,2.4285714285714284
3,1.1,0.519,4.2,15.6,5.5,1.0,0.43200000000000005,4.1,12.1,5.2
0,1.2,0.433,3.1,12.5,4.9,1.2,0.58,5.9,18.2,7.6
3,1.8,0.558,6.8,17.6,7.1,1.1,0.4600000000000001,3.8,10.6,4.5
3,0.7142857142857143,0.40285714285714286,3.7142857142857144,11.142857142857142,4.428571428571429,0.6,0.445,3.1,11.0,4.3
0,1.0,0.4257142857142857,2.857142857142857,8.571428571428571,3.2857142857142856,1.7,0.58,4.8,12.5,4.5
1,1.4,0.45999999999999996,4.0,14.3,5.6,0.6,0.40499999999999997,2.2,8.6,4.5
1,1.5,0.6,5.3,14.4,7.3,0.75,0.38,2.5,8.875,3.25
0,1.7,0.47700000000000004,4.5,14.1,5.4,0.9,0.43,3.2,10.0,3.1
0,1.3,0.45499999999999996,4.2,14.2,5.1,2.3,0.556,4.8,12.6,4.9
1,1.4,0.49000000000000005,4.2,14.2,6.6,1.1,0.556,4.3,12.2,4.9
1,1.2,0.45199999999999996,4.0,13.8,5.1,0.3,0.43000000000000005,2.2,9.5,4.5
3,2.0,0.5549999999999999,7.0,18.5,7.0,0.9,0.422,1.9,6.7,2.6
0,0.9,0.562,6.0,17.6,7.1,2.6,0.523,5.8,14.4,7.2
3,2.3,0.5700000000000001,6.1,18.1,6.1,0.5,0.40750000000000003,2.625,10.125,2.25
3,1.0,0.4325,2.875,8.875,3.875,0.7,0.446,3.5,12.3,5.2
1,1.2,0.493,4.2,15.3,5.6,0.7,0.546,4.0,11.1,5.5
1,0.875,0.48375,3.0,13.375,5.5,0.9,0.4630000000000001,3.6,10.4,4.5
0,1.0,0.445,4.9,12.5,6.1,1.2,0.588,5.7,17.5,6.9
3,1.0,0.46900000000000003,2.8,11.2,4.5,1.6,0.54,5.4,16.2,5.2
3,3.8,0.543,7.1,18.6,7.1,1.9,0.5569999999999999,5.1,12.6,5.0
3,2.3,0.583,7.7,21.2,7.2,0.6,0.442,2.9,11.0,4.3
1,1.5,0.6130000000000001,5.5,15.6,6.9,1.4,0.601,5.6,17.2,7.1
3,0.875,0.4075,3.875,12.125,4.875,0.5,0.48750000000000004,2.75,11.875,4.625
0,1.0,0.527,4.7,13.3,6.1,1.1,0.44800000000000006,4.6,12.8,2.4
0,1.8,0.4699999999999999,3.7,12.6,5.9,1.4,0.611,5.7,17.0,7.2
3,1.4,0.589,5.4,14.7,6.8,1.1,0.43800000000000006,4.9,12.9,2.2
0,1.3,0.532,4.7,13.7,6.2,1.0,0.5780000000000001,3.9,13.6,5.5
0,1.2,0.422,3.1,12.2,4.8,1.6,0.526,5.3,15.8,5.5
0,1.5,0.619,5.6,16.0,7.1,1.4,0.374,3.4,10.0,2.8
1,0.7,0.46799999999999997,2.8,11.6,4.3,0.5714285714285714,0.47714285714285715,2.857142857142857,12.142857142857142,4.857142857142857
3,2.3,0.48600000000000004,6.6,14.4,6.1,0.7142857142857143,0.38571428571428573,2.5714285714285716,8.857142857142858,3.5714285714285716
3,2.1,0.576,7.6,20.1,7.2,0.8,0.426,3.3,9.7,3.1
1,2.1,0.462,6.4,14.1,5.5,1.1,0.5700000000000001,4.1,13.7,4.7
3,1.2,0.469,5.6,14.0,5.8,1.4,0.373,3.2,10.1,3.2
1,1.6,0.489,4.0,13.7,5.6,0.7777777777777778,0.38222222222222224,2.5555555555555554,8.555555555555555,3.111111111111111
1,1.1,0.44399999999999995,3.2,12.8,5.0,0.9,0.418,3.7,10.8,3.5
3,1.3,0.54,5.3,14.4,6.7,0.6,0.442,2.7,10.3,4.1
0,1.6,0.616,5.5,15.0,7.3,1.3,0.571,4.5,14.0,5.0
3,1.1,0.475,2.7,11.2,4.5,1.3,0.374,3.2,10.2,3.4
0,1.7,0.608,5.7,15.1,6.4,1.3,0.567,5.7,18.1,7.6
1,2.0,0.471,6.0,12.9,5.6,1.5,0.528,5.5,15.8,5.1
0,1.0,0.47333333333333333,3.2222222222222223,13.777777777777779,5.555555555555555,2.5,0.569,4.8,12.7,5.2
0,1.3,0.43999999999999995,4.2,14.0,4.4,2.1,0.564,5.2,14.3,5.3
3,1.1,0.576,5.5,17.5,7.0,0.8,0.449,3.3,9.7,3.8
3,3.9,0.541,7.0,18.2,7.2,2.1,0.5239999999999999,5.4,14.0,7.1
0,1.2,0.549,5.3,14.6,7.3,1.3,0.539,5.4,16.5,6.7
3,1.2,0.5,3.8,13.1,5.6,1.2,0.471,4.8,12.7,3.0
3,2.2,0.5800000000000001,6.2,17.3,6.5,1.9,0.52,5.1,12.8,6.5
0,1.0,0.47300000000000003,3.1,13.9,5.7,1.2,0.363,3.4,10.7,3.4
0,1.7,0.49399999999999994,5.0,17.3,5.9,2.1,0.5680000000000001,5.5,14.4,5.0
3,2.7,0.5890000000000001,7.9,21.3,6.7,0.7,0.386,2.3,8.7,3.2
1,1.1,0.48100000000000004,3.0,11.6,4.5,1.3,0.575,4.2,13.6,5.1
0,1.6,0.599,5.2,15.1,6.7,1.6,0.517,5.3,15.4,5.2
0,1.0,0.48299999999999993,4.1,14.9,6.5,2.1,0.5589999999999999,4.5,11.9,5.0
1,0.8,0.404,3.9,11.9,5.1,0.7,0.433,3.5,9.9,3.2
3,1.3,0.48600000000000004,5.7,15.0,6.4,0.7,0.43899999999999995,2.8,10.7,4.4
3,1.8,0.492,5.6,13.6,6.1,0.5,0.453,2.7,11.3,4.4
0,1.8,0.604,4.9,13.9,7.3,1.9,0.5800000000000001,5.6,16.1,6.7
3,1.9,0.535,7.2,17.0,6.9,1.0,0.5469999999999999,3.7,10.9,4.6
1,1.0,0.43,3.0,9.6,4.4,0.5,0.454,3.2,11.1,4.8
0,1.4,0.48599999999999993,4.4,14.6,6.5,1.1,0.426,2.6,7.6,2.8
3,3.8,0.557,7.1,19.1,7.7,0.5,0.385,3.2,10.2,2.8
3,1.5,0.479,4.2,14.5,5.6,0.8,0.437,2.3,7.2,2.9
1,1.2,0.438,3.8,13.5,4.4,1.1,0.438,3.5,12.4,4.9
1,0.9,0.577,6.2,19.0,7.8,0.8,0.43600000000000005,3.2,11.0,4.6
3,1.7,0.49800000000000005,4.8,16.9,5.9,0.9,0.453,3.5,10.3,4.1
1,0.7,0.449,3.6,12.8,5.0,0.8,0.589,4.1,12.6,5.5
3,2.2,0.571,6.3,18.5,6.8,0.8,0.564,4.0,11.8,5.2
0,1.9,0.5559999999999999,7.5,18.9,7.4,0.3,0.43,2.6,9.8,4.3
0,0.7777777777777778,0.39888888888888885,3.888888888888889,11.777777777777779,4.666666666666667,1.4,0.461,4.9,12.9,2.8
0,0.8888888888888888,0.4288888888888889,2.5555555555555554,8.88888888888889,4.111111111111111,1.0,0.5549999999999999,4.3,11.4,5.3
0,0.7,0.465,3.5,13.6,5.4,0.5555555555555556,0.4011111111111111,3.111111111111111,10.333333333333334,2.5555555555555554
0,1.2,0.466,5.1,13.0,5.9,1.8,0.593,6.3,17.7,7.1
3,2.6,0.597,8.1,22.4,7.8,0.5555555555555556,0.4677777777777778,2.7777777777777777,11.666666666666666,4.666666666666667
3,1.4,0.533,5.5,15.0,7.2,0.8,0.598,3.8,13.2,5.7
3,1.6,0.5940000000000001,5.1,15.2,6.6,1.1,0.438,3.5,12.1,5.2
3,1.2,0.596,5.2,16.4,6.7,0.4,0.367,2.9,10.2,3.9
3,2.1,0.535,6.9,17.1,6.8,0.7,0.41,3.3,9.7,3.2
0,1.3,0.499,5.5,15.1,7.3,0.8,0.462,3.5,11.3,5.2
1,2.8,0.59,7.4,20.2,5.7,1.1,0.40700000000000003,3.7,11.9,3.7
0,1.2,0.48200000000000004,3.0,11.5,4.9,2.3,0.516,5.9,13.6,6.5
0,1.7,0.493,5.5,17.0,5.9,1.9,0.556,5.7,15.9,6.5
0,1.1,0.442,3.7,12.9,4.4,1.5,0.48599999999999993,5.5,14.0,3.2
3,2.3,0.573,6.2,16.3,6.5,1.8,0.569,4.1,11.5,5.0
0,1.8,0.606,4.6,13.5,7.4,1.5,0.525,5.6,15.8,6.2
3,0.9,0.406,4.2,12.6,5.2,0.8,0.4600000000000001,2.9,10.2,3.5
0,0.8,0.438,3.8,12.2,4.5,2.0,0.5780000000000001,5.0,13.3,4.7
3,3.8,0.5559999999999999,6.9,19.5,7.9,0.7,0.43499999999999994,3.2,10.8,4.8
3,0.9,0.506,4.3,16.6,6.9,0.7,0.381,2.1,9.0,3.9
1,1.3,0.5029999999999999,4.3,13.4,5.6,1.2,0.558,3.9,12.9,4.5
3,1.9,0.5509999999999999,6.4,15.8,6.5,0.7,0.43600000000000005,2.4,7.5,3.2
1,1.2,0.45099999999999996,3.3,12.8,5.5,1.1,0.558,4.2,11.8,4.5
0,0.7,0.46299999999999997,3.1,10.6,4.9,0.9,0.43100000000000005,3.0,11.1,4.7
0,1.4,0.4840000000000001,4.2,14.8,5.6,1.8,0.5279999999999999,5.4,16.0,5.8
3,1.8,0.609,4.3,13.1,7.6,0.7,0.42800000000000005,2.6,8.7,3.8
1,1.8,0.588,5.1,15.0,6.3,1.9,0.5559999999999999,4.8,12.6,4.6
1,0.8,0.51,4.1,16.1,7.1,1.3,0.495,5.0,14.4,3.7
3,3.1,0.5860000000000001,7.8,21.1,6.0,1.2,0.5559999999999999,4.0,13.5,4.8
3,0.7,0.393,3.8,12.1,5.4,0.7,0.40199999999999997,2.3,9.6,3.8
0,3.6,0.563,6.6,20.7,8.4,1.9,0.506,5.4,15.6,5.7
0,1.3,0.46299999999999997,5.5,14.8,6.9,2.2,0.5399999999999999,5.8,14.2,5.9
3,1.4,0.519,5.2,14.7,6.6,0.6,0.43499999999999994,3.1,10.5,5.1
3,2.0,0.5810000000000001,6.5,15.7,6.8,0.4,0.354,3.1,10.8,4.3
1,1.4,0.5109999999999999,4.6,13.6,5.7,2.2,0.525,5.7,13.6,6.2
1,1.5,0.458,3.4,11.6,4.9,0.5,0.612,2.9,13.9,6.0
0,1.4,0.4779999999999999,5.9,17.2,5.8,1.9,0.517,5.0,14.9,6.0
3,2.0,0.613,4.6,13.8,7.7,0.4,0.42200000000000004,2.7,9.0,4.2
0,1.1,0.466,3.4,11.0,4.4,0.6,0.41900000000000004,2.7,10.9,4.1
1,1.2,0.49700000000000005,4.3,13.6,5.7,1.9,0.5189999999999999,5.3,16.0,6.0
1,1.8,0.587,5.2,15.6,6.2,0.8,0.44699999999999995,3.0,9.6,3.1
3,1.3,0.442,4.6,13.3,4.9,0.7,0.438,4.1,12.4,4.7
0,1.3,0.4720000000000001,4.1,14.0,5.0,1.4,0.579,4.5,12.8,4.2
1,0.9,0.484,3.7,12.1,5.7,1.0,0.42400000000000004,3.7,11.8,4.1
1,0.8,0.4779999999999999,4.1,15.5,6.8,2.2,0.5650000000000001,5.9,16.7,6.7
3,2.2,0.571,6.7,18.1,7.0,1.1,0.48599999999999993,5.0,14.1,4.1
3,1.0,0.384,4.3,12.2,5.2,1.2,0.476,3.8,12.6,4.9
0,0.8,0.462,4.0,13.0,5.0,1.1,0.391,2.6,9.8,4.9
1,1.5,0.535,5.5,16.4,7.1,0.9,0.417,2.8,8.9,3.6
3,1.4,0.47800000000000004,3.1,11.7,5.4,1.9,0.5740000000000001,4.1,12.4,5.3
3,3.6,0.5740000000000001,8.5,22.3,6.0,1.8,0.571,5.0,12.7,4.9
3,1.1,0.554,4.6,14.1,6.7,0.9,0.548,3.9,13.5,5.0
1,1.7,0.588,6.1,15.7,6.7,1.8,0.5589999999999999,4.0,11.6,5.4
1,1.4,0.4760000000000001,4.1,13.9,5.4,1.6,0.53,5.4,16.3,6.6
3,1.3,0.43200000000000005,4.1,13.1,4.9,0.6,0.6050000000000001,3.4,14.0,6.3
0,1.2,0.48100000000000004,5.7,14.7,7.3,1.4,0.5609999999999999,4.5,12.4,4.6
3,2.2,0.5630000000000001,7.0,17.3,7.6,1.1,0.40499999999999997,3.5,11.6,3.6
0,1.6,0.49000000000000005,5.6,17.4,5.3,1.0,0.46099999999999997,3.8,11.9,4.9
3,0.9,0.475,3.4,11.5,5.2,0.8,0.43,3.8,11.9,4.5
0,1.1,0.561,4.7,14.5,6.2,2.4,0.5640000000000001,6.4,17.3,6.6
3,1.2,0.46799999999999997,3.6,12.6,5.2,0.7,0.457,2.9,10.1,3.4
1,2.1,0.576,6.8,18.7,7.7,0.9,0.418,3.0,10.6,4.5
3,1.1,0.42699999999999994,4.3,12.2,4.4,1.3,0.45099999999999996,3.5,12.1,5.0
3,0.8,0.4739999999999999,4.1,15.4,6.9,1.7,0.513,4.6,14.5,5.6
3,1.3,0.495,6.0,18.1,6.5,1.0,0.41400000000000003,3.5,11.0,3.5
3,3.7,0.5660000000000001,8.8,23.1,5.2,0.8,0.601,2.6,13.6,6.1
0,0.9,0.371,4.5,12.3,5.3,1.8,0.5630000000000001,3.9,11.7,5.4
3,1.5,0.43500000000000005,4.9,13.2,4.9,1.4,0.5940000000000001,4.3,13.6,4.9
0,1.6,0.6020000000000001,5.0,15.7,5.8,2.3,0.5209999999999999,5.6,13.1,5.2
3,1.2,0.553,4.8,14.2,6.5,0.3,0.42700000000000005,2.6,8.5,4.0
1,1.7,0.618,4.5,13.1,7.1,0.5,0.346,3.4,10.6,4.5
0,1.4,0.475,4.3,14.7,4.9,1.3,0.495,4.7,13.8,4.1
0,1.3,0.461,5.6,14.6,6.7,1.9,0.522,5.3,15.5,5.8
3,1.6,0.45099999999999996,3.5,11.5,4.6,1.7,0.5720000000000001,4.7,12.3,5.1
3,2.0,0.5820000000000001,6.5,17.6,8.6,0.8,0.383,2.2,8.9,4.7
3,1.9,0.553,6.8,18.6,7.2,0.8,0.555,3.7,13.7,5.7
3,1.2,0.48,4.2,12.5,5.2,0.7,0.43899999999999995,3.9,11.9,4.8
1,1.2,0.516,4.4,14.0,5.9,0.6,0.4,2.5,8.7,3.1
3,3.3,0.595,6.8,20.8,8.4,0.8,0.417,2.9,8.7,2.9
0,0.8,0.483,4.0,13.6,6.3,0.9,0.43000000000000005,3.2,11.1,3.6
3,1.7,0.597,5.9,14.9,6.4,1.1,0.45,4.1,11.9,4.6
3,2.1,0.562,6.8,18.6,7.4,1.7,0.511,4.2,13.5,5.6
0,0.9,0.37,4.2,11.6,5.7,1.4,0.597,4.4,13.7,4.7
3,1.0,0.484,4.6,14.6,6.4,0.7,0.42000000000000004,3.1,10.0,3.4
1,0.9,0.466,3.6,13.6,5.9,0.7,0.43200000000000005,2.7,8.3,2.8
0,1.0,0.511,4.3,14.5,5.2,1.8,0.5650000000000001,4.0,12.1,5.5
0,1.1,0.546,4.4,14.4,6.4,1.6,0.5499999999999999,4.6,12.0,5.0
1,1.0,0.493,3.4,12.3,4.6,0.4,0.34299999999999997,3.7,10.7,4.4
0,1.8,0.613,4.4,13.5,6.6,1.4,0.46399999999999997,3.7,12.7,4.4
0,1.5,0.421,4.6,12.5,5.6,1.8,0.5700000000000001,4.2,12.1,5.4
3,1.3,0.4720000000000001,4.3,12.4,4.8,1.9,0.522,5.3,15.7,5.5
3,1.8,0.46699999999999997,4.1,12.2,4.7,0.9,0.395,2.0,8.2,4.5
3,1.8,0.599,5.0,15.4,5.4,0.9,0.44399999999999995,4.1,11.8,4.6
3,1.3,0.453,5.3,14.3,7.2,1.2,0.504,4.6,13.4,4.5
3,0.8,0.47300000000000003,3.8,13.6,6.3,1.1,0.4600000000000001,4.2,12.2,4.9
3,2.0,0.583,6.5,18.1,9.1,0.4,0.41899999999999993,2.5,8.9,4.3
3,1.2,0.529,6.0,18.7,7.1,0.4,0.31999999999999995,3.4,10.3,4.6
3,3.5,0.609,7.4,21.8,8.9,0.7,0.41900000000000004,3.0,10.2,3.3
0,1.2,0.479,4.0,11.9,4.8,0.8,0.44700000000000006,2.9,8.7,2.8
3,1.5,0.44000000000000006,4.9,13.4,4.1,1.3,0.476,3.8,12.8,4.0
3,3.5,0.572,8.8,23.4,5.2,1.2,0.469,4.5,12.5,5.1
0,1.0,0.5349999999999999,5.7,18.2,7.4,0.9,0.547,3.9,13.0,5.9
0,1.3,0.45899999999999996,4.6,13.7,4.8,2.1,0.549,5.3,15.9,6.6
0,1.4,0.537,5.1,16.5,7.0,2.6,0.5269999999999999,5.9,13.7,5.1
0,1.1,0.5229999999999999,5.0,15.6,6.3,2.3,0.541,5.1,15.7,6.8
3,2.3,0.572,7.0,18.2,8.9,1.0,0.605,3.0,14.7,7.0
0,1.1,0.46699999999999997,4.5,14.1,6.6,2.9,0.545,6.3,14.5,5.0
3,2.5,0.5469999999999999,7.2,19.0,7.2,1.6,0.537,4.9,12.1,4.5
0,0.9,0.506,3.7,14.1,4.9,1.0,0.38099999999999995,2.2,8.1,4.6
3,1.8,0.604,6.0,15.1,6.5,1.1,0.357,2.2,8.2,4.5
3,1.6,0.542,4.1,14.2,6.1,1.3,0.458,4.6,12.2,4.6
3,1.6,0.603,4.3,12.8,5.4,0.0,0.45,1.0,12.0,3.0
3,1.8,0.631,6.2,15.6,6.9,0.4,0.306,3.4,9.8,4.5
1,2.2,0.567,6.0,17.2,8.6,1.5,0.534,4.6,11.9,4.5
1,1.4,0.597,4.5,14.8,4.9,1.1,0.48600000000000004,3.7,12.5,4.1
3,2.4,0.5589999999999999,7.5,20.1,7.2,0.0,0.37,4.0,6.0,7.0
1,1.2,0.46799999999999997,3.6,11.6,4.8,1.1,0.529,4.6,13.7,4.8
0,1.0,0.38899999999999996,4.4,11.6,5.9,1.3,0.375,2.9,9.1,5.0
1,0.9,0.514,3.8,14.7,5.3,1.7,0.5650000000000001,4.2,12.3,5.1
0,1.5,0.42299999999999993,4.9,13.5,5.6,1.8,0.5109999999999999,4.1,13.2,5.4
3,3.1,0.5940000000000001,6.9,20.0,8.5,2.9,0.53,6.2,14.7,5.1
0,1.6,0.48,3.8,11.7,4.6,1.1,0.41,3.4,10.9,4.2
3,1.8,0.567,4.2,15.0,6.1,0.9,0.392,3.2,12.8,3.9
3,1.6,0.5940000000000001,4.6,13.0,4.9,1.0,0.483,3.8,12.7,4.5
1,1.3,0.445,4.7,13.1,4.3,0.9,0.458,2.9,10.2,3.0
1,1.0,0.518,4.4,14.4,5.4,1.5,0.45100000000000007,4.7,12.2,4.3
0,1.3,0.4109999999999999,3.9,11.6,5.2,1.7,0.605,5.3,14.8,5.2
1,1.5,0.345,3.0,10.0,4.0,1.3,0.554,4.6,13.1,4.7
0,2.1,0.5740000000000001,5.4,16.6,8.5,2.1,0.512,5.1,14.1,5.1
3,0.6,0.44800000000000006,3.8,14.3,4.2,1.5,0.45199999999999996,4.7,11.9,4.0
1,2.0,0.37,3.0,11.0,3.0,1.1,0.537,4.0,12.8,5.8
0,2.5,0.619,6.1,20.1,9.2,1.0,0.43200000000000005,2.9,9.8,2.9
1,1.0,0.55,5.0,18.2,7.4,0.7,0.302,3.8,9.7,4.5
0,1.8,0.584,4.3,14.8,6.6,2.7,0.513,6.0,14.3,4.5
1,0.5,0.375,2.5,9.0,3.5,1.4,0.5730000000000001,3.9,11.6,5.3
0,0.5,0.446,3.3,12.9,4.0,1.0,0.445,3.2,11.2,4.1
3,1.4,0.46900000000000003,3.4,11.0,4.8,1.0,0.4600000000000001,3.3,11.1,4.3
0,1.0,0.39,2.0,9.0,4.0,1.9,0.5279999999999999,4.8,14.8,5.4
0,1.1,0.5429999999999999,5.3,16.5,6.2,1.0,0.5820000000000001,2.9,13.1,6.2
0,0.8,0.526,5.1,18.0,7.4,2.5,0.534,5.2,14.6,5.7
3,3.3,0.561,8.3,21.4,4.5,1.5,0.5900000000000001,4.6,13.9,4.7
3,1.5,0.5589999999999999,5.6,16.5,5.8,0.8,0.388,3.1,13.0,3.8
0,2.8,0.5740000000000001,7.2,20.4,4.8,1.0,0.386,2.8,9.9,4.6
1,1.5,0.43999999999999995,4.9,12.9,3.9,1.4,0.396,3.3,10.4,5.8
1,2.3,0.632,5.8,19.5,10.1,2.0,0.49700000000000005,4.7,13.2,5.1
0,0.8,0.5210000000000001,4.6,14.5,6.0,1.2,0.544,4.1,12.5,5.5
3,1.2,0.52,4.0,13.9,6.1,0.0,0.4566666666666667,2.0,11.0,3.6666666666666665
1,0.8,0.507,3.6,14.2,5.3,1.8,0.512,4.2,13.0,5.2
1,0.7,0.5549999999999999,4.9,18.0,7.0,1.2,0.4640000000000001,3.4,11.4,4.4
3,1.6,0.40800000000000003,4.4,11.8,5.7,2.7,0.527,6.0,14.2,4.4
0,1.5,0.5720000000000001,4.6,12.4,3.9,1.7,0.601,5.4,15.1,5.3
0,1.9,0.592,5.3,16.1,8.1,0.9,0.297,3.6,9.7,4.5
0,1.7,0.5820000000000001,4.1,13.5,6.3,1.1,0.46900000000000003,4.0,12.5,4.6
